Account_No,Month_ID,Product_Category, Marketing Spend 
52222144,123,Services,"2,290"
67777212,131,Services,"2,286"
84848124,135,Services,"2,284"
23737520,138,Services,"2,283"
82222183,129,Services,"2,283"
95353119,131,Online Products,"2,282"
28585106,129,Online Products,"2,282"
76363102,134,Services,"2,276"
81010132,123,Online Products,"2,276"
24949619,136,Services,"2,274"
70404143,125,Services,"2,271"
68888108,120,Services,"2,271"
67777212,126,Services,"2,270"
80303521,132,Services,"2,270"
24848112,131,Online Products,"2,270"
34949522,138,Services,"2,264"
78484143,133,Services,"2,263"
76363102,133,Services,"2,263"
75858111,136,Online Products,"2,261"
47979520,125,Services,"2,260"
82424132,126,Services,"2,260"
72424520,121,Services,"2,259"
64747111,135,Services,"2,259"
28888143,127,Services,"2,257"
67878136,126,Services,"2,255"
14747127,138,Services,"2,254"
60101109,135,Services,"2,254"
44646101,121,Services,"2,253"
18888143,131,Online Products,"2,253"
38282521,122,Support,"2,250"
12727521,126,Online Products,"2,247"
30707522,125,Services,"2,246"
57272156,134,Online Products,"2,245"
81010132,133,Online Products,"2,245"
89393974,138,Services,"2,245"
77373102,120,Services,"2,241"
23737520,132,Services,"2,241"
76363102,136,Services,"2,240"
18888143,128,Online Products,"2,236"
49898165,127,Services,"2,232"
84242119,134,Services,"2,229"
75252392,138,Services,"2,227"
33636619,130,Online Products,"2,226"
64747111,132,Services,"2,225"
22222956,134,Services,"2,225"
60101109,126,Services,"2,223"
94949603,130,Services,"2,222"
99393521,121,Services,"2,220"
57272156,123,Services,"2,220"
1515106,129,Services,"2,220"
48787954,126,Services,"2,217"
67777212,138,Services,"2,216"
17272145,138,Services,"2,215"
30707522,128,Services,"2,215"
58282132,125,Services,"2,207"
73030153,122,Services,"2,206"
35757522,137,Services,"2,204"
36060184,132,Services,"2,204"
32222619,120,Services,"2,203"
28585106,130,Online Products,"2,200"
63232104,133,Online Products,"2,195"
47373521,133,Online Products,"2,194"
30707138,131,Services,"2,192"
91313118,137,Services,"2,188"
85555153,136,Services,"2,187"
54747520,120,Support,"2,185"
33636619,128,Online Products,"2,183"
37878111,138,Online Products,"2,183"
99393521,126,Services,"2,182"
47373521,138,Services,"2,175"
84646110,124,Services,"2,175"
56969152,121,Services,"2,174"
43939960,129,Services,"2,171"
72020165,128,Services,"2,170"
86767603,121,Services,"2,170"
1515106,127,Services,"2,169"
39292124,131,Services,"2,169"
57272156,121,Services,"2,168"
60707119,133,Services,"2,165"
1515106,126,Services,"2,163"
24747845,138,Services,"2,160"
22222956,131,Services,"2,157"
83232144,131,Services,"2,156"
91111603,124,Services,"2,154"
82727171,133,Services,"2,153"
22626138,135,Online Products,"2,153"
25858845,120,Services,"2,150"
46363521,136,Services,"2,149"
7272963,130,Services,"2,146"
14040147,122,Online Products,"2,146"
69191521,130,Services,"2,144"
12727521,134,Online Products,"2,140"
28686156,122,Services,"2,139"
18484129,134,Services,"2,138"
21818156,134,Services,"2,138"
59999138,135,Services,"2,137"
57272156,130,Services,"2,137"
22626619,121,Services,"2,132"
83232144,130,Services,"2,132"
22525968,129,Services,"2,130"
14040147,130,Online Products,"2,129"
69191521,121,Services,"2,127"
91616106,123,Services,"2,123"
97575124,123,Services,"2,123"
57373109,130,Services,"2,121"
32828132,129,Services,"2,120"
30707522,129,Services,"2,120"
30707619,125,Online Products,"2,119"
22222956,135,Services,"2,112"
10808965,123,Services,"2,108"
24848112,133,Online Products,"2,107"
32626963,135,Online Products,"2,107"
32828134,130,Support,"2,107"
72020165,137,Services,"2,106"
57070156,123,Services,"2,103"
6464845,129,Services,"2,103"
58484165,132,Services,"2,100"
12727521,127,Online Products,"2,099"
34949522,124,Services,"2,099"
12929521,123,Online Products,"2,099"
80303521,128,Services,"2,096"
86666127,122,Services,"2,095"
41010143,124,Services,"2,092"
47373521,134,Online Products,"2,091"
16262604,129,Services,"2,091"
99191119,128,Services,"2,091"
91616106,128,Services,"2,090"
23333619,138,Services,"2,089"
12525170,138,Services,"2,088"
81010132,126,Online Products,"2,085"
30707522,120,Services,"2,085"
52626521,131,Services,"2,084"
78484143,135,Services,"2,084"
9191882,122,Services,"2,083"
44949942,133,Services,"2,079"
17878127,120,Services,"2,079"
72020165,127,Services,"2,079"
7272963,122,Services,"2,077"
49898165,137,Services,"2,076"
13131147,129,Online Products,"2,076"
23737520,133,Services,"2,075"
52626521,130,Services,"2,074"
68484104,125,Online Products,"2,072"
93131603,127,Services,"2,071"
19595119,128,Services,"2,065"
67777212,124,Services,"2,063"
12929521,125,Online Products,"2,060"
78888604,130,Services,"2,059"
81010132,125,Online Products,"2,058"
76161797,129,Services,"2,055"
84646844,137,Online Products,"2,055"
57070815,138,Online Products,"2,054"
13131147,138,Services,"2,053"
61010101,137,Services,"2,053"
59999138,134,Services,"2,053"
76363102,135,Services,"2,052"
81010132,135,Online Products,"2,052"
86666127,127,Services,"2,051"
95353119,128,Online Products,"2,050"
38282521,133,Support,"2,048"
10101100,128,Services,"2,046"
14040147,129,Online Products,"2,045"
97474133,137,Services,"2,042"
19292522,126,Online Products,"2,042"
84646844,138,Online Products,"2,039"
52626521,127,Services,"2,038"
35757522,135,Services,"2,035"
32828134,131,Support,"2,035"
68888109,136,Services,"2,035"
303143,131,Services,"2,031"
58484165,135,Services,"2,031"
19797619,128,Services,"2,029"
30606604,136,Support,"2,029"
47373521,130,Online Products,"2,028"
28585106,127,Online Products,"2,027"
92323523,129,Services,"2,026"
85555172,136,Services,"2,025"
47373521,127,Online Products,"2,023"
28686156,130,Online Products,"2,023"
46363521,133,Services,"2,023"
84646844,124,Online Products,"2,021"
17474521,132,Services,"2,017"
93131603,124,Services,"2,016"
32626963,134,Online Products,"2,016"
70404109,125,Online Products,"2,015"
69898614,124,Services,"2,014"
32828134,128,Support,"2,014"
57272156,128,Services,"2,013"
46363521,132,Services,"2,011"
32626963,125,Services,"2,009"
57373109,138,Services,"2,006"
32626963,130,Services,"2,004"
84646844,135,Online Products,"2,003"
44646101,122,Services,"2,003"
30707522,130,Services,"2,002"
84646844,130,Online Products,"2,001"
69191521,134,Services,"1,999"
96464132,121,Services,"1,998"
61212520,120,Services,"1,996"
82222183,125,Services,"1,992"
5454845,133,Services,"1,988"
47373521,131,Online Products,"1,988"
12727521,129,Online Products,"1,988"
19595119,127,Services,"1,988"
30606604,135,Support,"1,988"
21818156,130,Services,"1,986"
15959132,130,Services,"1,985"
97575124,120,Services,"1,985"
19999112,134,Online Products,"1,983"
19595119,138,Online Products,"1,982"
24949619,127,Services,"1,982"
43838604,136,Online Products,"1,981"
17474521,138,Services,"1,981"
85555144,128,Services,"1,977"
13131147,123,Services,"1,976"
10101100,120,Services,"1,976"
44949942,137,Services,"1,973"
59898977,136,Services,"1,973"
33232954,138,Services,"1,972"
84545141,129,Services,"1,972"
40505521,135,Services,"1,972"
72020165,131,Services,"1,969"
50909134,126,Online Products,"1,969"
98585975,137,Online Products,"1,967"
66363165,133,Online Products,"1,967"
98383961,137,Online Products,"1,966"
55454143,124,Services,"1,965"
20202140,135,Services,"1,963"
35757522,134,Services,"1,962"
80303521,129,Services,"1,960"
47373521,122,Services,"1,959"
10101100,127,Services,"1,959"
59898977,134,Services,"1,959"
99999152,133,Services,"1,958"
47373521,129,Online Products,"1,958"
83535165,132,Services,"1,956"
91111105,136,Services,"1,953"
73737106,134,Services,"1,951"
67878136,128,Services,"1,948"
99999152,134,Services,"1,947"
69191521,136,Services,"1,947"
40505521,130,Services,"1,946"
35757522,138,Services,"1,945"
16262604,127,Services,"1,944"
13131147,133,Online Products,"1,944"
71919111,129,Services,"1,944"
63232104,134,Online Products,"1,942"
13131147,132,Services,"1,941"
36565815,130,Services,"1,940"
57272156,129,Services,"1,939"
84242119,133,Services,"1,939"
35757522,126,Services,"1,938"
53434521,134,Services,"1,938"
84646110,129,Services,"1,938"
24848972,132,Services,"1,937"
91111105,134,Services,"1,935"
59999138,124,Services,"1,935"
16262604,131,Services,"1,933"
84545141,127,Services,"1,933"
85050594,137,Services,"1,933"
36565111,125,Services,"1,932"
83535165,135,Services,"1,930"
96464132,135,Services,"1,928"
53434521,138,Services,"1,927"
97474133,135,Services,"1,927"
24949619,121,Services,"1,924"
82424132,124,Services,"1,923"
94343523,127,Services,"1,921"
13131147,122,Services,"1,920"
15959132,138,Services,"1,920"
303143,134,Services,"1,918"
84646844,132,Online Products,"1,918"
11616134,137,Online Products,"1,917"
94343523,135,Services,"1,916"
10101100,138,Services,"1,914"
49797521,126,Services,"1,912"
46363521,135,Services,"1,912"
73030153,123,Services,"1,911"
49797521,127,Services,"1,911"
56969152,136,Services,"1,911"
85050132,135,Services,"1,910"
56969152,130,Services,"1,910"
55757156,134,Services,"1,910"
50909134,125,Online Products,"1,909"
17474521,125,Services,"1,903"
79292960,120,Services,"1,903"
29393604,120,Services,"1,901"
73030153,124,Services,"1,901"
12929521,124,Online Products,"1,901"
70505960,131,Services,"1,901"
68484104,120,Online Products,"1,901"
80303521,131,Services,"1,898"
18888143,129,Online Products,"1,897"
47373521,134,Services,"1,897"
84848124,120,Services,"1,894"
13131147,132,Online Products,"1,893"
57373109,125,Services,"1,892"
47373521,137,Online Products,"1,891"
85050132,132,Services,"1,890"
64747111,126,Services,"1,889"
32626963,123,Services,"1,888"
48080124,126,Services,"1,886"
12727521,132,Online Products,"1,886"
82121111,125,Services,"1,885"
67777212,120,Services,"1,884"
82424132,120,Services,"1,883"
57272156,133,Online Products,"1,881"
10101100,131,Services,"1,879"
32626963,127,Services,"1,879"
68989111,125,Services,"1,879"
30404212,127,Services,"1,878"
61010101,136,Services,"1,876"
33636619,129,Online Products,"1,876"
73030153,138,Services,"1,875"
82424132,121,Services,"1,874"
36565111,126,Services,"1,874"
76363102,130,Services,"1,871"
19797619,132,Services,"1,871"
84949133,121,Services,"1,870"
36565111,123,Services,"1,870"
84545141,125,Services,"1,870"
78484119,122,Services,"1,869"
18484129,131,Services,"1,869"
52626521,133,Services,"1,868"
1515106,121,Services,"1,866"
303143,133,Services,"1,866"
76161797,120,Services,"1,865"
34444939,131,Services,"1,864"
84545141,128,Services,"1,863"
71919111,126,Services,"1,862"
71919111,138,Services,"1,861"
35757522,136,Services,"1,861"
47373521,126,Services,"1,858"
77373102,122,Services,"1,858"
55757156,128,Services,"1,857"
80303521,124,Services,"1,856"
85555144,122,Services,"1,856"
9191882,132,Services,"1,854"
54747520,121,Support,"1,854"
30404212,132,Services,"1,849"
38282521,137,Support,"1,848"
81010132,130,Online Products,"1,845"
57272156,132,Online Products,"1,845"
24949619,129,Services,"1,845"
53434521,135,Services,"1,844"
66363521,125,Services,"1,841"
72020165,135,Services,"1,840"
25555521,121,Online Products,"1,838"
99393521,133,Services,"1,838"
69191521,133,Services,"1,837"
73030153,130,Services,"1,837"
7676214,121,Services,"1,833"
28585106,126,Online Products,"1,833"
7676214,138,Services,"1,832"
13131147,120,Services,"1,831"
13131147,125,Services,"1,830"
92222100,125,Services,"1,830"
76161797,138,Services,"1,829"
33232954,136,Services,"1,827"
19797619,127,Services,"1,826"
14040147,121,Online Products,"1,825"
54343132,138,Services,"1,824"
81010132,131,Online Products,"1,821"
76161797,127,Services,"1,820"
53434521,130,Services,"1,820"
97575124,121,Services,"1,820"
32222619,126,Services,"1,817"
93131603,131,Services,"1,817"
57070156,132,Services,"1,817"
45353143,122,Services,"1,815"
10101100,134,Services,"1,815"
70505960,129,Services,"1,815"
38282521,138,Support,"1,812"
55454143,133,Services,"1,811"
84646844,126,Online Products,"1,811"
57373109,122,Services,"1,809"
33232954,131,Services,"1,809"
10808965,124,Services,"1,808"
58585974,128,Online Products,"1,807"
85555144,123,Services,"1,804"
6060882,122,Services,"1,804"
16262604,135,Services,"1,803"
84646844,125,Online Products,"1,803"
90404603,137,Services,"1,801"
94949603,129,Services,"1,800"
98383961,132,Services,"1,799"
49797521,134,Online Products,"1,799"
16262604,124,Services,"1,798"
44646101,126,Services,"1,798"
41010143,121,Online Products,"1,796"
57373109,131,Services,"1,795"
19797619,131,Services,"1,794"
84646844,131,Online Products,"1,793"
41010143,124,Online Products,"1,792"
70202603,129,Online Products,"1,792"
92323523,128,Services,"1,791"
47979520,128,Services,"1,791"
79292960,124,Services,"1,791"
72020165,124,Services,"1,790"
99393521,125,Services,"1,789"
41111143,132,Services,"1,787"
10101100,133,Services,"1,786"
53434521,133,Services,"1,786"
46464521,128,Services,"1,785"
60101109,137,Services,"1,783"
32626963,129,Services,"1,781"
52222144,132,Services,"1,780"
10101100,136,Services,"1,777"
40505521,127,Services,"1,773"
30707619,123,Online Products,"1,773"
55757156,132,Services,"1,773"
35757522,131,Services,"1,772"
52626521,124,Services,"1,771"
70202603,128,Online Products,"1,771"
70202603,127,Online Products,"1,770"
48080124,124,Services,"1,767"
58585974,127,Online Products,"1,766"
16767845,138,Online Products,"1,766"
68484104,123,Online Products,"1,762"
52626521,134,Services,"1,762"
11616134,135,Online Products,"1,762"
72727797,136,Services,"1,759"
99292603,137,Online Products,"1,759"
22222956,137,Services,"1,757"
38282521,123,Support,"1,757"
19999112,130,Online Products,"1,756"
10808965,138,Services,"1,755"
73737106,127,Services,"1,755"
17474521,121,Services,"1,754"
32828132,122,Services,"1,752"
46363521,125,Services,"1,751"
13131147,128,Services,"1,751"
98585975,131,Online Products,"1,749"
47373521,128,Online Products,"1,748"
57272156,138,Online Products,"1,748"
32828132,134,Services,"1,747"
72020165,138,Services,"1,746"
30606604,138,Support,"1,746"
24949619,128,Services,"1,745"
62323967,137,Services,"1,745"
29595212,120,Services,"1,741"
19090953,138,Online Products,"1,738"
92323523,138,Services,"1,738"
47474119,134,Services,"1,737"
12727521,121,Services,"1,737"
84646844,127,Online Products,"1,737"
24848972,130,Services,"1,737"
43939960,122,Services,"1,733"
19595119,126,Services,"1,731"
41010143,122,Online Products,"1,730"
71616520,125,Online Products,"1,730"
17272145,136,Services,"1,728"
7272963,133,Services,"1,725"
30404212,138,Services,"1,722"
86565151,129,Services,"1,722"
13131147,127,Services,"1,722"
41010143,126,Online Products,"1,721"
52222144,121,Services,"1,721"
85555172,137,Services,"1,720"
82020974,138,Services,"1,717"
68888108,129,Online Products,"1,715"
76363102,132,Services,"1,714"
84848124,128,Services,"1,714"
60101109,132,Services,"1,712"
80303521,127,Services,"1,712"
19595119,124,Services,"1,712"
84646844,134,Online Products,"1,711"
44646101,123,Services,"1,711"
32323963,134,Services,"1,709"
38282521,135,Support,"1,709"
16767845,126,Services,"1,707"
84646844,122,Online Products,"1,707"
91616106,134,Services,"1,705"
68888109,138,Services,"1,704"
84646844,123,Online Products,"1,704"
47373521,132,Online Products,"1,702"
32323963,130,Services,"1,702"
55757156,136,Services,"1,702"
84646110,136,Services,"1,700"
33232954,137,Services,"1,700"
33636619,132,Services,"1,699"
94343523,132,Services,"1,699"
30707522,136,Services,"1,698"
28686156,129,Online Products,"1,697"
7676214,133,Services,"1,693"
99393521,130,Services,"1,693"
98888105,120,Services,"1,692"
27979953,136,Services,"1,691"
84646844,136,Online Products,"1,690"
78484119,126,Services,"1,688"
15959132,135,Services,"1,687"
79797604,131,Online Products,"1,687"
13131147,130,Online Products,"1,686"
98888105,137,Services,"1,685"
38282521,127,Support,"1,685"
40505521,129,Services,"1,683"
40505521,137,Services,"1,681"
32222619,125,Services,"1,678"
78888604,129,Services,"1,678"
57272156,137,Online Products,"1,677"
97474133,136,Services,"1,677"
57373109,134,Services,"1,673"
30707619,122,Online Products,"1,673"
40505521,134,Services,"1,672"
97878594,121,Online Products,"1,672"
99191119,130,Services,"1,672"
78888604,137,Services,"1,672"
19999112,132,Online Products,"1,670"
12727521,131,Online Products,"1,670"
33636619,125,Online Products,"1,669"
42525961,135,Online Products,"1,666"
85050132,127,Services,"1,663"
38282521,136,Support,"1,663"
73030153,133,Services,"1,661"
28585106,124,Online Products,"1,660"
74242614,127,Services,"1,659"
68484104,121,Online Products,"1,659"
57272156,130,Online Products,"1,659"
17474521,134,Services,"1,657"
84242119,122,Services,"1,657"
95353119,127,Online Products,"1,657"
43838604,130,Online Products,"1,656"
28686156,125,Online Products,"1,655"
41010143,125,Online Products,"1,654"
98585975,135,Online Products,"1,654"
66363165,123,Online Products,"1,653"
45353117,121,Services,"1,652"
92222100,136,Services,"1,652"
11616134,133,Online Products,"1,652"
30707522,137,Services,"1,649"
78787111,130,Online Products,"1,648"
72020165,123,Services,"1,647"
78787111,129,Online Products,"1,645"
10101100,126,Services,"1,645"
38686957,138,Online Products,"1,644"
84646844,128,Online Products,"1,642"
86565151,123,Online Products,"1,641"
32828132,125,Services,"1,640"
35757522,127,Services,"1,639"
72020165,132,Services,"1,638"
64747111,125,Services,"1,635"
49898165,134,Services,"1,635"
19999112,125,Online Products,"1,634"
58282132,121,Services,"1,633"
84646844,133,Online Products,"1,632"
6060882,120,Services,"1,632"
18888143,130,Online Products,"1,631"
85050132,121,Services,"1,631"
64747111,131,Services,"1,631"
61212520,125,Services,"1,629"
43838604,127,Online Products,"1,627"
99191119,126,Services,"1,627"
19090953,135,Online Products,"1,625"
28686156,128,Online Products,"1,623"
55454143,136,Services,"1,620"
36565111,136,Services,"1,619"
75858111,120,Online Products,"1,619"
19090953,136,Online Products,"1,618"
10808965,131,Services,"1,618"
37272619,133,Services,"1,617"
57070815,135,Online Products,"1,617"
76363102,126,Services,"1,617"
43838604,138,Online Products,"1,615"
99191119,125,Services,"1,615"
82121111,133,Services,"1,614"
64545520,134,Services,"1,613"
56969152,135,Services,"1,612"
93939523,135,Services,"1,609"
30404212,137,Services,"1,605"
52626521,120,Services,"1,602"
24747845,128,Services,"1,602"
7676214,131,Services,"1,602"
76363102,125,Services,"1,601"
59898977,129,Services,"1,601"
84949133,135,Online Products,"1,600"
13131147,121,Services,"1,600"
43939960,136,Services,"1,595"
33636619,127,Online Products,"1,595"
46464521,133,Services,"1,593"
19999112,124,Online Products,"1,592"
69393112,122,Services,"1,590"
64747111,124,Services,"1,589"
84848124,132,Services,"1,589"
20909845,137,Online Products,"1,589"
32121521,135,Online Products,"1,588"
19090953,134,Online Products,"1,584"
58282132,138,Services,"1,583"
68888109,132,Services,"1,583"
48080124,129,Services,"1,582"
53434521,125,Services,"1,582"
97474133,120,Services,"1,581"
27979953,134,Services,"1,581"
43838604,134,Online Products,"1,581"
47474119,131,Online Products,"1,579"
67777212,122,Services,"1,578"
82222183,137,Services,"1,577"
32121521,137,Online Products,"1,577"
6464845,138,Services,"1,577"
84242119,138,Services,"1,576"
91111603,125,Online Products,"1,574"
84545141,122,Services,"1,573"
70202603,126,Online Products,"1,573"
42525961,133,Online Products,"1,572"
13737882,129,Services,"1,571"
79797604,126,Online Products,"1,570"
68888108,121,Services,"1,570"
47979520,126,Services,"1,569"
11616134,136,Online Products,"1,568"
57373109,123,Services,"1,567"
33232954,135,Services,"1,566"
64747111,128,Services,"1,566"
12727521,130,Online Products,"1,565"
13131147,129,Services,"1,565"
32828132,124,Services,"1,565"
43838604,137,Online Products,"1,563"
21818156,136,Services,"1,562"
40505521,126,Services,"1,560"
17474521,137,Services,"1,560"
52626521,137,Services,"1,556"
33636619,135,Services,"1,556"
57272156,120,Online Products,"1,556"
86767603,127,Services,"1,556"
86565151,132,Services,"1,555"
24949619,124,Services,"1,555"
68989111,122,Services,"1,554"
55454143,137,Services,"1,554"
28585106,125,Online Products,"1,553"
22323968,137,Services,"1,552"
30707522,132,Services,"1,549"
47373521,132,Services,"1,548"
55757156,133,Services,"1,547"
17474521,129,Services,"1,546"
22525968,132,Services,"1,546"
95353119,126,Online Products,"1,545"
13131147,134,Services,"1,545"
24848112,130,Online Products,"1,545"
19595119,126,Online Products,"1,544"
34949522,133,Online Products,"1,544"
303143,129,Services,"1,544"
73737106,123,Services,"1,542"
92222100,126,Services,"1,542"
39595961,123,Services,"1,541"
41010143,120,Services,"1,541"
28686156,124,Online Products,"1,540"
88989184,123,Services,"1,540"
59898977,130,Services,"1,539"
49696521,133,Online Products,"1,539"
68484104,124,Online Products,"1,539"
32828134,126,Support,"1,539"
32323963,136,Services,"1,536"
52626521,135,Services,"1,535"
38282521,132,Support,"1,535"
64747111,127,Services,"1,534"
46363521,138,Services,"1,534"
78787111,131,Online Products,"1,533"
79292960,128,Services,"1,533"
85050132,123,Services,"1,532"
58888977,131,Online Products,"1,532"
51515521,132,Services,"1,531"
38282521,120,Support,"1,530"
64545520,135,Services,"1,529"
13131147,131,Services,"1,528"
8686141,120,Services,"1,528"
33232954,138,Online Products,"1,525"
46464521,129,Services,"1,525"
92222100,122,Services,"1,524"
13131147,124,Services,"1,524"
89292520,130,Services,"1,524"
30404212,134,Services,"1,519"
73030153,128,Services,"1,519"
91111603,128,Online Products,"1,519"
59999138,126,Services,"1,519"
24848112,132,Online Products,"1,519"
32828132,126,Services,"1,518"
55454143,126,Services,"1,516"
92222100,123,Services,"1,515"
33232954,126,Services,"1,515"
84242119,130,Services,"1,515"
82222183,127,Services,"1,514"
68888108,128,Online Products,"1,509"
63333112,132,Online Products,"1,507"
78888604,133,Online Products,"1,506"
63232104,127,Online Products,"1,505"
46363184,131,Services,"1,504"
82424185,127,Services,"1,504"
25858845,126,Services,"1,503"
64747111,130,Services,"1,503"
89292520,127,Services,"1,503"
39292124,127,Services,"1,502"
86565151,126,Services,"1,502"
78484119,123,Services,"1,501"
57070137,136,Services,"1,501"
10101100,130,Services,"1,501"
84848124,126,Services,"1,500"
19090953,133,Online Products,"1,498"
72727797,135,Services,"1,497"
18484129,137,Services,"1,496"
40505521,128,Services,"1,495"
47373521,135,Online Products,"1,495"
19090953,124,Online Products,"1,494"
92323523,126,Services,"1,493"
38282521,134,Support,"1,493"
41010143,123,Online Products,"1,493"
24747845,133,Services,"1,492"
23737520,129,Services,"1,491"
25858845,135,Services,"1,491"
7272963,132,Services,"1,491"
84848124,122,Services,"1,490"
84646844,121,Online Products,"1,490"
303143,138,Services,"1,490"
58282132,124,Services,"1,488"
84646110,131,Services,"1,486"
25858845,136,Services,"1,483"
63232104,128,Online Products,"1,480"
43838604,131,Online Products,"1,480"
40505521,133,Services,"1,480"
39292124,128,Services,"1,479"
84242119,125,Services,"1,479"
86565151,131,Services,"1,478"
19595119,127,Online Products,"1,478"
56969152,126,Services,"1,477"
26060124,126,Services,"1,476"
18888214,123,Services,"1,476"
46464521,124,Services,"1,475"
12727521,128,Support,"1,475"
36565815,128,Online Products,"1,474"
56969152,138,Services,"1,474"
6464845,123,Services,"1,473"
12727521,128,Online Products,"1,472"
6464845,128,Services,"1,472"
86565151,128,Services,"1,471"
39595961,122,Services,"1,470"
32626963,120,Services,"1,469"
91616106,127,Services,"1,469"
32323963,138,Services,"1,469"
33232954,137,Online Products,"1,468"
42525961,131,Online Products,"1,465"
32121521,133,Online Products,"1,464"
8383524,135,Online Products,"1,463"
33636619,126,Online Products,"1,462"
78484119,132,Online Products,"1,462"
40505521,121,Services,"1,460"
15959132,137,Services,"1,459"
76363102,123,Services,"1,459"
41111143,133,Services,"1,458"
57272156,126,Online Products,"1,457"
68989111,131,Online Products,"1,457"
84646844,129,Online Products,"1,457"
78888604,138,Services,"1,456"
7474154,133,Services,"1,456"
43939960,134,Services,"1,454"
47979520,121,Services,"1,454"
76363102,124,Services,"1,454"
38686957,131,Online Products,"1,452"
34444939,135,Services,"1,451"
78888604,132,Online Products,"1,451"
46363184,134,Services,"1,450"
47878124,136,Support,"1,449"
33232954,136,Online Products,"1,448"
30707522,135,Services,"1,448"
42525961,134,Online Products,"1,447"
75858111,128,Online Products,"1,447"
11616134,138,Online Products,"1,446"
32323963,135,Services,"1,443"
92222100,128,Services,"1,442"
43939960,133,Services,"1,442"
75858111,126,Online Products,"1,441"
89292520,129,Services,"1,438"
80303521,126,Services,"1,437"
85555144,124,Services,"1,436"
68989111,120,Services,"1,435"
58585974,124,Online Products,"1,433"
82828155,137,Online Products,"1,432"
23737520,130,Services,"1,432"
17171394,126,Services,"1,432"
92222100,129,Services,"1,431"
10101100,137,Services,"1,430"
68888108,127,Online Products,"1,430"
13737882,128,Services,"1,429"
59999138,127,Services,"1,428"
84848124,121,Services,"1,428"
30606604,134,Support,"1,427"
68181520,120,Online Products,"1,427"
33636619,122,Online Products,"1,426"
83535165,137,Services,"1,426"
24747845,135,Services,"1,425"
85555144,126,Services,"1,425"
73030153,127,Services,"1,423"
75858111,124,Online Products,"1,421"
97878594,120,Online Products,"1,419"
17272145,132,Services,"1,417"
30404212,136,Services,"1,416"
32828132,123,Services,"1,415"
28585106,120,Online Products,"1,415"
82121111,127,Services,"1,414"
59898977,138,Services,"1,414"
19797619,124,Services,"1,414"
57272156,121,Online Products,"1,413"
48080124,131,Services,"1,411"
79292960,127,Services,"1,411"
8383524,137,Online Products,"1,408"
98383961,131,Services,"1,408"
58888977,132,Online Products,"1,407"
85050132,130,Services,"1,406"
28585106,122,Online Products,"1,406"
82121111,131,Services,"1,405"
28686156,127,Online Products,"1,404"
93434523,134,Services,"1,404"
58686103,126,Services,"1,403"
30404212,133,Services,"1,398"
13131147,128,Online Products,"1,398"
58484165,137,Services,"1,397"
40505521,122,Services,"1,397"
38282521,129,Support,"1,396"
57272156,125,Online Products,"1,396"
17272145,135,Services,"1,395"
97979881,134,Services,"1,395"
68484104,122,Online Products,"1,394"
72727797,137,Services,"1,393"
89292520,133,Services,"1,392"
86565151,122,Services,"1,392"
12929521,122,Online Products,"1,392"
28686156,126,Online Products,"1,389"
46363521,130,Services,"1,387"
46464521,131,Services,"1,387"
46464521,132,Services,"1,387"
75858111,125,Online Products,"1,384"
84545141,121,Services,"1,384"
56969152,134,Services,"1,384"
24747845,130,Services,"1,383"
82424185,120,Services,"1,382"
33232954,128,Services,"1,382"
58585974,129,Online Products,"1,381"
52222144,135,Services,"1,379"
82424185,131,Services,"1,376"
42525961,132,Online Products,"1,376"
32121521,132,Online Products,"1,375"
28585106,123,Online Products,"1,375"
41111143,138,Online Products,"1,375"
78989797,133,Services,"1,374"
25858845,133,Services,"1,374"
53434521,137,Services,"1,373"
18888143,127,Online Products,"1,373"
57272156,131,Online Products,"1,372"
56969152,137,Services,"1,372"
33232954,129,Services,"1,370"
71919111,130,Services,"1,368"
85555144,134,Services,"1,367"
51515521,129,Services,"1,367"
17272145,129,Services,"1,366"
19999112,131,Online Products,"1,366"
47474119,137,Services,"1,366"
53434521,126,Services,"1,366"
32222619,131,Services,"1,364"
79797604,127,Online Products,"1,364"
28585106,121,Online Products,"1,363"
57070156,138,Services,"1,363"
98383961,136,Online Products,"1,358"
80303521,125,Services,"1,358"
7474154,136,Services,"1,358"
44646101,120,Services,"1,357"
79292960,125,Services,"1,356"
63232104,125,Online Products,"1,356"
19999112,126,Online Products,"1,356"
47474119,127,Services,"1,355"
79797604,125,Online Products,"1,355"
19090953,132,Online Products,"1,354"
84646110,127,Services,"1,352"
46363521,134,Services,"1,352"
89292520,137,Services,"1,352"
91818594,131,Online Products,"1,350"
16767845,136,Online Products,"1,350"
43838604,135,Online Products,"1,350"
69898614,125,Services,"1,350"
35757522,132,Services,"1,349"
85050132,122,Services,"1,348"
60101109,123,Services,"1,348"
79797604,129,Online Products,"1,348"
10101100,135,Services,"1,348"
19292522,124,Online Products,"1,348"
84242119,121,Services,"1,348"
97979881,133,Services,"1,347"
43838604,132,Online Products,"1,346"
23333619,136,Services,"1,345"
66363165,131,Online Products,"1,345"
8383524,138,Online Products,"1,345"
92222100,133,Services,"1,344"
69898614,135,Online Products,"1,344"
41010143,120,Online Products,"1,344"
75858111,135,Online Products,"1,343"
36565111,132,Services,"1,342"
6060882,121,Services,"1,341"
46464521,125,Services,"1,341"
63232104,132,Online Products,"1,340"
75858111,121,Online Products,"1,340"
82222183,131,Services,"1,339"
88888169,126,Services,"1,338"
53434521,132,Services,"1,337"
