Account_No,Month_ID,Product_Category,Target
91616106,135,Online Products,4566.744
2020106,143,Support,4564.56
34444939,143,Support,4560.36
72727797,143,Support,4557
11616134,135,Services,4556.748
24949619,135,Online Products,4549.608
40505521,141,Online Products,4548.6
86767603,137,Online Products,4546.752
79797604,137,Services,4539.612
79797604,136,Services,4539.612
79797604,135,Services,4539.612
28686156,140,Services,4537.68
28888143,137,Online Products,4535.328
32929524,141,Online Products,4532.64
19999112,142,Services,4531.8
79292960,142,Support,4531.8
67777212,136,Support,4531.044
2020106,134,Services,4530.96
72424520,132,Support,4530.12
83737153,136,Services,4529.616
21818156,143,Online Products,4528.44
10808965,143,Online Products,4519.2
85050132,136,Online Products,4509.624
18080129,133,Support,4507.44
71515614,136,Online Products,4496.772
66363165,139,Support,4495.68
41111143,137,Services,4495.344
41111143,136,Services,4495.344
41111143,135,Services,4495.344
57070815,136,Services,4495.344
58585974,142,Online Products,4491.48
19797619,143,Online Products,4489.8
16767845,134,Support,4487.28
82525143,133,Support,4483.92
78484119,138,Services,4475.52
83737153,143,Services,4471.32
24949619,143,Online Products,4463.76
13737882,136,Online Products,4461.072
42525961,142,Services,4457.04
36565815,136,Support,4452.504
39292124,138,Online Products,4450.32
47979520,141,Online Products,4450.32
78484119,139,Services,4447.8
67777212,135,Support,4446.792
71515614,135,Online Products,4445.364
73737106,141,Services,4442.76
7272963,137,Online Products,4442.508
85050132,135,Online Products,4439.652
33636619,134,Services,4437.72
95555108,138,Support,4436.04
16767845,132,Online Products,4436.04
5959107,137,Online Products,4428.228
22525968,137,Online Products,4423.944
91616106,143,Online Products,4422.6
303143,140,Online Products,4421.76
37272619,133,Services,4415.04
42525961,142,Support,4412.52
98989211,142,Online Products,4410
67777212,143,Support,4410
54747520,142,Support,4408.32
73737106,135,Services,4408.236
39494140,143,Support,4406.64
66666157,143,Services,4405.8
63232104,138,Support,4404.12
19595119,134,Online Products,4400.76
8484111,132,Online Products,4399.92
92828118,143,Services,4398.24
70404143,134,Online Products,4390.68
13737882,135,Online Products,4389.672
69494184,137,Online Products,4389.672
58888977,142,Support,4388.16
92323523,134,Online Products,4387.32
41515165,141,Services,4387.32
63232104,132,Services,4386.48
98383961,143,Online Products,4382.28
16767845,133,Support,4381.44
64747111,134,Services,4379.76
6464845,142,Online Products,4378.08
84646110,142,Online Products,4373.88
33232954,143,Online Products,4370.52
36565815,135,Support,4369.68
33636619,140,Support,4367.16
16767845,136,Services,4362.54
39292124,139,Online Products,4354.56
83737153,135,Services,4351.116
73737106,132,Online Products,4346.16
48787954,136,Support,4339.692
47878124,139,Online Products,4336.92
13737882,143,Online Products,4334.4
85050132,143,Online Products,4333.56
36565815,143,Support,4332.72
41010143,141,Online Products,4327.68
46363521,140,Online Products,4326.84
82424132,134,Services,4315.08
11616134,140,Services,4310.04
303143,141,Online Products,4303.32
47979520,138,Online Products,4303.32
31010882,134,Online Products,4302.48
75858109,132,Services,4300.8
10101100,142,Support,4299.96
93939111,140,Support,4298.28
19292522,137,Support,4296.852
19292522,136,Support,4296.852
19292522,135,Support,4296.852
24848112,143,Support,4294.92
2020106,133,Services,4293.24
83737153,142,Services,4290.72
92323523,133,Online Products,4287.36
32828132,141,Services,4285.68
56969152,137,Online Products,4285.428
58686103,132,Online Products,4281.48
33636619,141,Support,4278.12
19595119,133,Online Products,4276.44
32828132,140,Services,4275.6
70404143,133,Online Products,4266.36
57070815,141,Services,4263.84
78989797,138,Services,4263
48787954,135,Support,4259.724
78989797,142,Support,4259.64
22525968,143,Online Products,4247.04
49797521,136,Services,4246.872
71515614,143,Online Products,4239.48
78989797,139,Services,4236.96
82121111,138,Online Products,4236.96
91111110,138,Services,4231.92
57070815,135,Services,4231.164
66363165,138,Support,4225.2
48787954,143,Support,4223.52
98989124,137,Services,4219.74
95555108,139,Support,4218.48
69898614,142,Online Products,4212.6
46363521,141,Online Products,4210.92
41515165,140,Services,4210.08
31010882,133,Online Products,4206.72
85555144,140,Online Products,4206.72
33636619,133,Services,4204.2
83535165,136,Online Products,4198.32
82424132,133,Services,4193.28
49797521,143,Services,4192.44
85555144,141,Online Products,4189.92
19090953,137,Support,4189.752
63232104,139,Support,4187.4
38787160,134,Services,4178.16
21818156,142,Online Products,4174.8
3333165,134,Services,4173.96
50909134,132,Support,4170.6
73737106,140,Services,4170.6
40505521,138,Online Products,4163.04
35858154,136,Online Products,4162.62
86060129,136,Online Products,4162.62
51515521,132,Online Products,4152.96
28888143,136,Online Products,4151.196
80808963,136,Support,4149.768
64747111,133,Services,4149.6
32929524,138,Online Products,4148.76
91111110,139,Services,4140.36
19797619,142,Online Products,4139.52
16767845,141,Services,4137.84
18080184,142,Online Products,4133.64
20909162,137,Services,4131.204
2424100,136,Online Products,4131.204
42525961,136,Services,4131.204
53939152,136,Online Products,4131.204
82424132,137,Support,4126.92
31010882,134,Support,4117.68
2020106,142,Support,4110.12
16767845,135,Services,4106.928
34444939,142,Support,4105.92
72727797,142,Support,4103.4
86060129,135,Online Products,4102.644
35858154,135,Online Products,4101.216
83535165,135,Online Products,4096.932
18080129,132,Support,4095
37272619,132,Services,4082.4
49797521,135,Services,4079.796
19999112,141,Services,4073.16
68989111,137,Support,4072.656
80808963,135,Support,4072.656
2424100,135,Online Products,4065.516
53939152,135,Online Products,4065.516
7272963,136,Online Products,4065.516
39494140,142,Support,4063.08
13535109,136,Support,4062.66
66666157,142,Services,4061.4
92828118,142,Services,4054.68
28888143,135,Online Products,4051.236
94343523,134,Online Products,4046.28
98383961,142,Online Products,4040.4
13131147,138,Services,4039.56
80808963,143,Support,4039.56
10808965,142,Online Products,4036.2
86767603,136,Online Products,4031.244
33232954,142,Online Products,4029.48
79797604,139,Support,4026.12
47979520,139,Online Products,4024.44
49797521,142,Services,4022.76
31010882,133,Support,4020.24
79292960,140,Support,4017.72
82121111,139,Online Products,4016.88
2424100,143,Online Products,4013.52
53939152,143,Online Products,4013.52
58585974,141,Online Products,4012.68
57070815,140,Services,4002.6
57070815,132,Support,4000.92
58585974,140,Online Products,3997.56
13535109,135,Support,3986.976
19090953,137,Services,3978.408
35858154,143,Online Products,3978.24
58585974,139,Online Products,3978.24
86060129,143,Online Products,3978.24
80404108,134,Services,3974.88
84949133,141,Support,3974.04
24848972,134,Online Products,3970.68
67777212,142,Support,3970.68
2020106,132,Services,3969.84
86767603,135,Online Products,3968.412
7272963,135,Online Products,3965.556
91616106,142,Online Products,3961.44
24848112,142,Support,3959.76
38787160,133,Services,3958.08
84646110,140,Online Products,3957.24
94343523,133,Online Products,3954.72
3333165,133,Services,3954.72
13535109,143,Support,3953.88
40505521,139,Online Products,3949.68
79292960,134,Online Products,3943.8
84646110,141,Online Products,3941.28
303143,138,Online Products,3940.44
5959107,136,Online Products,3938.424
24949619,142,Online Products,3937.92
32929524,139,Online Products,3936.24
79292960,141,Support,3935.4
37878111,134,Support,3932.04
13131147,139,Services,3929.52
82525143,132,Support,3927.84
12525170,137,Services,3924.144
56969152,136,Online Products,3922.716
98989211,140,Online Products,3921.96
42525961,141,Services,3917.76
86767603,143,Online Products,3916.92
28686156,138,Services,3912.72
42525961,140,Support,3912.72
19999112,140,Services,3908.52
69494184,136,Online Products,3904.152
36565815,142,Support,3901.8
6464845,140,Online Products,3894.24
32828132,138,Services,3893.4
58888977,140,Support,3890.04
5959107,135,Online Products,3889.872
42525961,135,Services,3888.444
33636619,132,Services,3887.52
69999604,134,Online Products,3887.52
85050132,142,Online Products,3887.52
23737520,138,Services,3885.84
16767845,140,Services,3885
19595119,132,Online Products,3885
33636619,138,Support,3880.8
24848972,133,Online Products,3879.96
70404143,132,Online Products,3876.6
13737882,142,Online Products,3871.56
98989124,136,Services,3862.74
23737520,139,Services,3862.32
79292960,133,Online Products,3861.48
46363521,138,Online Products,3856.44
83737153,141,Services,3855.6
69494184,135,Online Products,3855.6
22222956,134,Online Products,3853.92
26565108,138,Services,3843
16767845,132,Support,3837.96
64747111,132,Services,3837.12
42525961,141,Support,3832.92
80404108,133,Services,3831.24
22525968,136,Online Products,3829.896
22525968,142,Online Products,3829.56
56969152,135,Online Products,3828.468
75858109,137,Support,3827.04
37878111,133,Support,3821.16
26565108,139,Services,3820.32
93939111,138,Support,3819.48
98989211,141,Online Products,3814.44
10101100,140,Support,3811.92
58888977,141,Support,3811.08
85555144,138,Online Products,3810.24
99999152,134,Online Products,3809.4
82424132,132,Services,3809.4
28686156,139,Services,3806.04
48787954,142,Support,3803.52
69999604,133,Online Products,3799.32
6464845,141,Online Products,3786.72
79797604,138,Support,3784.2
71515614,142,Online Products,3783.36
82424132,136,Support,3778.488
21818156,140,Online Products,3777.48
78989797,140,Support,3776.64
98989124,135,Services,3769.92
21818156,141,Online Products,3762.36
76161797,137,Support,3761.352
57272156,137,Services,3754.212
84949133,140,Support,3748.08
19797619,140,Online Products,3744.72
22222956,133,Online Products,3743.04
92323523,132,Online Products,3739.68
303143,139,Online Products,3738.84
69898614,140,Online Products,3735.48
10101100,141,Support,3734.64
86666127,134,Services,3734.64
63333112,134,Support,3731.28
48080124,137,Services,3729.936
19797619,141,Online Products,3729.6
85555144,139,Online Products,3727.92
32626963,140,Support,3725.4
5959107,143,Online Products,3722.88
19090953,136,Support,3719.94
83535165,143,Online Products,3711.12
99999152,133,Online Products,3701.88
68888108,134,Services,3701.04
83737153,140,Services,3700.2
78989797,141,Support,3699.36
12525170,137,Online Products,3695.664
69494184,143,Online Products,3690.96
33636619,139,Support,3690.12
76161797,134,Online Products,3688.44
82424132,135,Support,3687.096
42525961,140,Services,3678.36
18080184,140,Online Products,3677.52
80707184,139,Support,3676.68
31010882,132,Online Products,3675.84
39494140,140,Support,3675.84
66666157,140,Services,3674.16
28888143,143,Online Products,3669.12
92828118,140,Services,3668.28
39494140,141,Support,3660.72
38787160,132,Services,3659.88
46363521,139,Online Products,3659.04
66666157,141,Services,3659.04
69898614,141,Online Products,3658.2
68080959,137,Support,3657.108
3333165,132,Services,3656.52
98383961,140,Online Products,3654.84
92828118,141,Services,3653.16
8484111,137,Services,3652.824
71414953,139,Support,3651.48
19090953,135,Support,3651.396
33232954,140,Online Products,3645.6
2020106,140,Support,3643.92
58585974,138,Online Products,3643.92
63333112,133,Support,3643.08
32828132,139,Services,3641.4
98383961,141,Online Products,3640.56
34444939,140,Support,3640.56
72727797,140,Support,3638.04
80808963,142,Support,3637.2
20909162,136,Services,3637.116
93939111,139,Support,3631.32
33232954,141,Online Products,3630.48
41515165,138,Services,3630.48
10808965,140,Online Products,3627.96
19090953,143,Support,3621.24
91111603,137,Support,3619.98
68989111,136,Support,3615.696
49797521,141,Services,3615.36
76161797,133,Online Products,3604.44
7272963,143,Online Products,3601.08
41111143,143,Support,3599.4
12525170,136,Services,3592.848
80404108,132,Services,3587.64
84646110,138,Online Products,3584.28
2424100,142,Online Products,3581.76
24848112,140,Support,3581.76
53939152,142,Online Products,3581.76
19090953,136,Services,3577.14
18080184,141,Online Products,3575.04
71515614,134,Support,3574.2
2020106,141,Support,3570
79292960,138,Support,3570
24848112,141,Support,3567.48
54747520,141,Support,3567.48
34444939,141,Support,3566.64
68888108,133,Services,3566.64
35858154,142,Online Products,3564.12
86060129,142,Online Products,3564.12
72727797,141,Support,3563.28
13535109,142,Support,3559.92
11616134,138,Services,3559.08
75858111,137,Services,3558.576
68989111,135,Support,3548.58
91616106,140,Online Products,3543.96
48080124,135,Services,3540.012
22626619,137,Support,3538.584
86666127,133,Services,3538.08
11616134,139,Services,3537.24
41515165,139,Services,3531.36
19090953,143,Services,3530.52
24949619,140,Online Products,3522.96
31010882,132,Support,3521.28
47373521,134,Services,3521.28
67777212,140,Support,3520.44
68989111,143,Support,3519.6
93939111,143,Support,3515.4
68181520,137,Support,3511.452
68181520,136,Support,3511.452
68181520,135,Support,3511.452
12525170,135,Services,3507.168
84646110,139,Online Products,3507
48080124,136,Services,3502.884
24747845,137,Online Products,3501.456
98989211,138,Online Products,3496.92
10808965,141,Online Products,3496.92
86767603,142,Online Products,3495.24
39292124,134,Online Products,3492.72
71515614,133,Support,3490.2
37272619,137,Services,3488.604
37272619,136,Services,3488.604
37272619,135,Services,3488.604
22525968,135,Online Products,3482.892
42525961,138,Support,3476.76
37878111,132,Support,3471.72
6464845,138,Online Products,3471.72
49797521,140,Services,3469.2
85050132,140,Online Products,3468.36
56969152,143,Online Products,3467.52
36565815,140,Support,3459.12
58888977,138,Support,3457.44
80707184,138,Support,3455.76
67777212,141,Support,3449.04
94343523,132,Online Products,3448.2
13737882,140,Online Products,3444.84
73737106,138,Services,3444
19090953,135,Services,3435.768
57272156,136,Services,3435.768
91616106,141,Online Products,3434.76
71414953,138,Support,3432.24
68989111,134,Services,3427.2
84242119,137,Online Products,3424.344
73737106,139,Services,3423
20909162,135,Services,3422.916
21818156,138,Online Products,3421.32
83535165,142,Online Products,3421.32
98989124,143,Services,3414.6
41111143,142,Support,3410.4
71515614,140,Online Products,3405.36
75858109,136,Support,3398.64
22222956,132,Online Products,3395.28
79292960,139,Support,3395.28
39292124,133,Online Products,3393.6
47373521,133,Services,3393.6
19797619,138,Online Products,3391.92
36565815,141,Support,3388.56
10101100,138,Support,3387.72
19090953,142,Services,3387.72
12525170,136,Online Products,3382.932
24848972,132,Online Products,3382.68
28888143,142,Online Products,3382.68
47878124,134,Online Products,3381
24949619,141,Online Products,3379.32
22525968,141,Online Products,3373.44
85050132,141,Online Products,3372.6
48787954,140,Support,3371.76
19999112,138,Services,3370.92
32626963,134,Services,3367.56
54747520,134,Support,3365.88
79292960,132,Online Products,3365.04
99999152,132,Online Products,3362.52
27171133,137,Online Products,3361.512
78989797,138,Support,3355.8
57272156,135,Services,3354.372
64747111,137,Support,3352.944
21818156,139,Online Products,3347.4
13737882,141,Online Products,3346.56
8484111,136,Services,3344.376
68888108,132,Services,3340.68
76161797,136,Support,3340.092
82424132,143,Support,3339
75858109,135,Support,3335.808
35959619,137,Online Products,3330.096
39494140,138,Support,3328.92
66666157,138,Services,3328.08
82727171,137,Online Products,3327.24
5959107,142,Online Products,3324.72
92828118,138,Services,3322.2
91111110,134,Services,3321.36
69898614,138,Online Products,3320.52
19797619,139,Online Products,3318.84
98989211,139,Online Products,3317.16
22525968,140,Online Products,3315.48
7272963,142,Online Products,3312.12
69999604,132,Online Products,3311.28
98383961,138,Online Products,3310.44
32626963,138,Support,3310.44
75858109,143,Support,3307.92
42525961,139,Support,3306.24
47878124,133,Online Products,3304.56
57070815,138,Services,3304.56
12525170,135,Online Products,3302.964
48787954,141,Support,3302.88
68888109,137,Services,3301.536
33232954,138,Online Products,3301.2
69494184,142,Online Products,3297
47979520,134,Online Products,3293.64
6464845,139,Online Products,3292.8
54747520,133,Support,3286.92
58888977,139,Support,3286.92
57070815,139,Services,3285.24
18080184,138,Online Products,3279.36
19999112,139,Services,3278.52
76161797,135,Support,3277.26
71515614,141,Online Products,3276.84
95555108,134,Support,3276
86666127,132,Services,3271.8
10808965,138,Online Products,3265.92
8484111,135,Services,3262.98
19090953,142,Support,3260.88
91111105,137,Services,3260.124
39494140,139,Support,3257.52
75858111,136,Services,3257.268
66666157,139,Services,3255.84
32828132,134,Services,3254.16
63232104,134,Support,3252.48
92828118,139,Services,3250.8
76161797,143,Support,3250.8
68080959,136,Support,3247.272
68989111,133,Services,3246.6
47979520,133,Online Products,3245.76
24848112,138,Support,3244.08
11010953,137,Online Products,3241.56
17676521,137,Online Products,3241.56
47474119,137,Support,3241.56
51717109,137,Online Products,3241.56
20909162,134,Online Products,3239.88
98383961,139,Online Products,3239.04
2020106,138,Support,3238.2
34444939,138,Support,3234.84
72727797,138,Support,3232.32
34949522,137,Services,3231.564
69393112,137,Support,3231.564
69393112,136,Support,3231.564
69393112,135,Support,3231.564
33232954,139,Online Products,3230.64
91111110,133,Services,3227.28
80808963,140,Support,3224.76
10101100,139,Support,3221.4
20909162,133,Online Products,3214.68
91111603,136,Support,3214.428
8383524,140,Support,3210.48
48787954,143,Services,3209.64
16767845,138,Services,3207.12
22626138,137,Services,3205.86
95555108,133,Support,3198.72
27171133,135,Online Products,3198.72
32828132,133,Services,3196.2
56969152,142,Online Products,3196.2
63333112,132,Support,3191.16
78989797,139,Support,3191.16
83737153,138,Services,3191.16
32626963,133,Services,3190.32
2424100,140,Online Products,3188.64
53939152,140,Online Products,3188.64
16767845,139,Services,3187.8
86060129,140,Online Products,3187.8
68080959,135,Support,3187.296
35858154,140,Online Products,3186.96
75858111,135,Services,3178.728
47373521,132,Services,3178.56
91616106,138,Online Products,3176.88
63232104,133,Support,3176.04
24848112,139,Support,3174.36
48787954,137,Services,3171.588
12525170,143,Services,3171
68888108,137,Support,3170.16
68989111,142,Support,3169.32
25858845,137,Services,3165.876
93939111,142,Support,3165.12
19595119,137,Services,3164.448
24949619,138,Online Products,3160.92
68080959,143,Support,3160.92
80808963,141,Support,3159.24
70404143,137,Services,3157.308
13535109,140,Support,3156.72
69898614,139,Online Products,3156.72
91111603,135,Support,3154.452
98989124,142,Services,3147.48
32626963,139,Support,3147.48
22626619,136,Support,3141.6
68888109,135,Services,3141.6
76161797,132,Online Products,3141.6
82121111,134,Online Products,3138.24
84242119,136,Online Products,3133.032
91111603,143,Support,3128.16
67777212,138,Support,3128.16
3333165,137,Services,3125.892
3333165,136,Services,3125.892
3333165,135,Services,3125.892
27171133,136,Online Products,3121.608
86767603,140,Online Products,3111.36
18080184,139,Online Products,3109.68
89292520,137,Online Products,3105.9
83737153,139,Services,3103.8
24747845,136,Online Products,3101.616
85050132,138,Online Products,3099.6
83838111,137,Support,3097.332
2424100,141,Online Products,3095.4
53939152,141,Online Products,3095.4
83535165,140,Online Products,3094.56
13535109,141,Support,3092.04
86060129,141,Online Products,3091.2
35858154,141,Online Products,3090.36
22626619,135,Support,3084.48
39292124,132,Online Products,3083.64
83535165,141,Online Products,3082.8
10808965,139,Online Products,3081.96
40505521,134,Online Products,3080.28
2020106,139,Support,3079.44
82424132,142,Support,3078.6
3333165,137,Support,3077.34
3333165,136,Support,3077.34
3333165,135,Support,3077.34
58585974,134,Online Products,3076.92
58888977,134,Services,3076.92
34444939,139,Support,3076.08
36565815,138,Support,3073.56
72727797,139,Support,3073.56
13737882,138,Online Products,3072.72
32929524,134,Online Products,3070.2
71515614,138,Online Products,3070.2
82121111,133,Online Products,3069.36
68888109,136,Services,3067.344
28888143,140,Online Products,3060.12
84242119,135,Online Products,3058.776
22626619,143,Support,3058.44
71515614,132,Support,3057.6
24747845,135,Online Products,3055.92
30707522,137,Online Products,3053.064
28888143,141,Online Products,3047.52
19090953,141,Services,3045
66363165,134,Support,3038.28
42525961,138,Services,3037.44
57272156,143,Services,3037.44
91111110,137,Support,3034.5
58585974,133,Online Products,3027.36
86767603,141,Online Products,3019.8
42525961,139,Services,3018.96
25858845,135,Services,3013.08
24747845,143,Online Products,3012.24
48787954,142,Services,3012.24
40505521,133,Online Products,3011.4
91616106,139,Online Products,3005.52
68989111,132,Services,3002.16
32929524,133,Online Products,3001.32
48787954,138,Support,2996.28
7272963,140,Online Products,2996.28
49797521,138,Services,2992.08
85555144,134,Online Products,2990.4
5959107,140,Online Products,2989.56
12525170,143,Online Products,2986.2
24949619,139,Online Products,2984.52
91111105,136,Services,2983.092
7272963,141,Online Products,2982
17171394,137,Online Products,2978.808
75858109,142,Support,2978.64
78484119,134,Services,2977.8
64747111,136,Support,2977.38
67777212,139,Support,2974.44
66363165,133,Support,2966.88
70909614,137,Online Products,2964.528
82727171,136,Online Products,2964.528
69494184,140,Online Products,2963.52
35959619,136,Online Products,2955.96
8484111,143,Services,2955.96
23232162,137,Online Products,2953.104
82727171,135,Online Products,2951.676
32626963,132,Services,2950.08
25858845,136,Services,2941.68
98787957,137,Online Products,2938.824
44949942,137,Online Products,2938.824
85050132,139,Online Products,2937.48
42121111,137,Online Products,2933.112
91111110,132,Services,2931.6
12525170,142,Services,2927.4
76161797,142,Support,2926.56
84949133,139,Support,2926.56
36565815,139,Support,2923.2
64747111,135,Support,2923.116
19090953,140,Services,2921.52
13131147,134,Services,2919
32828132,132,Services,2917.32
303143,134,Online Products,2916.48
58888977,133,Services,2914.8
13737882,139,Online Products,2913.12
91111105,135,Services,2911.692
49797521,139,Services,2909.76
34949522,136,Services,2905.98
85555144,133,Online Products,2905.56
93030881,137,Online Products,2904.552
35959619,135,Online Products,2904.552
64747111,143,Support,2898
19595119,136,Services,2895.984
71515614,139,Online Products,2894.64
56969152,140,Online Products,2892.12
19090953,140,Support,2891.28
70404143,136,Services,2888.844
53535951,137,Online Products,2887.416
48080124,143,Services,2886.24
22626138,136,Services,2883.132
56969152,141,Online Products,2880.36
5959107,141,Online Products,2880.36
47474119,136,Support,2878.848
47878124,132,Online Products,2878.68
54747520,132,Support,2878.68
75858111,143,Services,2878.68
35959619,143,Online Products,2875.32
11010953,136,Online Products,2871.708
17676521,136,Online Products,2871.708
51717109,136,Online Products,2871.708
22525968,139,Online Products,2870.28
34949522,143,Services,2867.76
33636619,134,Support,2866.08
3838966,137,Online Products,2865.996
80808963,138,Support,2865.24
69494184,141,Online Products,2856
86060129,138,Online Products,2856
35858154,138,Online Products,2855.16
46363521,134,Online Products,2854.32
303143,133,Online Products,2851.8
48787954,139,Support,2849.28
98989124,140,Services,2847.6
68080959,142,Support,2846.76
22626138,143,Services,2845.08
2424100,138,Online Products,2845.08
53939152,138,Online Products,2845.08
98989124,141,Services,2835.84
78989797,134,Services,2835.84
19090953,141,Support,2831.64
11010953,135,Online Products,2830.296
17676521,135,Online Products,2830.296
51717109,135,Online Products,2830.296
28686156,134,Services,2827.44
19595119,135,Services,2826.012
47474119,135,Support,2826.012
93939111,134,Support,2820.72
78484119,133,Services,2820.72
26060124,137,Online Products,2820.3
70404143,135,Services,2820.3
91111603,142,Support,2817.36
94040152,137,Online Products,2816.016
97979881,137,Online Products,2816.016
99494881,137,Online Products,2816.016
28787619,137,Online Products,2816.016
68888108,136,Support,2816.016
22525968,138,Online Products,2815.68
13131147,133,Services,2813.16
84646110,134,Online Products,2813.16
68989111,140,Support,2809.8
10808965,137,Support,2806.02
13535109,138,Support,2804.76
83535165,138,Online Products,2803.08
95555108,132,Support,2802.24
47474119,143,Support,2802.24
32020127,137,Online Products,2801.736
57272156,142,Services,2800.56
33636619,133,Support,2798.88
47979520,132,Online Products,2794.68
94545124,137,Online Products,2794.596
99999152,137,Services,2793.168
34949522,135,Services,2791.74
48787954,136,Services,2791.74
46363521,133,Online Products,2790.48
49696521,137,Services,2788.884
11010953,143,Online Products,2787.96
17676521,143,Online Products,2787.96
51717109,143,Online Products,2787.96
52626521,137,Online Products,2787.456
85555153,137,Online Products,2787.456
82424132,140,Support,2785.44
63232104,132,Support,2782.08
91111110,136,Support,2777.46
86767603,138,Online Products,2776.2
82424132,141,Support,2773.68
28888143,138,Online Products,2772
84242119,143,Online Products,2770.32
22626138,135,Services,2768.892
59999138,137,Online Products,2767.464
30707522,135,Online Products,2766.036
58585974,132,Online Products,2765.28
68888108,135,Support,2763.18
41111143,141,Support,2760.24
12525170,142,Online Products,2756.88
55757156,137,Online Products,2756.04
93939111,133,Support,2754.36
22626619,142,Support,2754.36
68989111,141,Support,2752.68
34949522,142,Services,2751.84
84949133,138,Support,2751
83838111,136,Support,2750.328
89292520,136,Online Products,2750.328
93939111,141,Support,2749.32
50909134,137,Support,2748.9
50909134,136,Support,2748.9
50909134,135,Support,2748.9
83535165,139,Online Products,2742.6
68888108,143,Support,2740.08
86565106,137,Online Products,2736.048
20909162,132,Online Products,2734.2
84646110,133,Online Products,2733.36
22626138,142,Services,2730.84
30707522,136,Online Products,2730.336
17171394,136,Online Products,2727.48
89393974,137,Support,2727.48
80808963,139,Support,2724.96
8484111,142,Services,2724.96
28686156,133,Services,2724.12
79797604,134,Support,2721.6
93939108,137,Online Products,2718.912
45353117,137,Support,2717.484
7272963,138,Online Products,2714.04
48080124,142,Services,2713.2
89292520,135,Online Products,2713.2
91111110,135,Support,2711.772
28888143,139,Online Products,2711.52
98585975,137,Support,2704.632
35858154,139,Online Products,2702.28
86060129,139,Online Products,2702.28
82727171,143,Online Products,2701.44
83838111,135,Support,2698.92
2424100,139,Online Products,2696.4
53939152,139,Online Products,2696.4
43939960,137,Services,2696.064
58888977,132,Services,2695.56
5959107,138,Online Products,2691.36
76969156,137,Online Products,2688.924
78989797,133,Services,2687.16
21818156,134,Online Products,2684.64
24747845,142,Online Products,2680.44
23232162,135,Online Products,2677.5
83838111,143,Support,2677.08
52626521,143,Online Products,2676.24
69494184,138,Online Products,2667.84
89292520,143,Online Products,2667.84
13535109,139,Support,2667
82121111,132,Online Products,2665.32
19797619,134,Online Products,2661.96
17171394,135,Online Products,2661.792
7272963,139,Online Products,2657.76
98989124,137,Support,2657.508
37272619,143,Support,2656.92
79797604,133,Support,2656.92
49797521,137,Support,2656.08
75858111,142,Services,2653.56
27171133,143,Online Products,2652.72
22626138,137,Support,2648.94
12525170,140,Services,2648.52
48787954,141,Services,2648.52
75858109,140,Support,2640.96
23232162,136,Online Products,2640.372
12525170,141,Services,2639.28
85555144,132,Online Products,2639.28
91111105,143,Services,2637.6
79292960,134,Support,2636.76
93030881,135,Online Products,2634.66
59999138,135,Online Products,2634.66
13131147,132,Services,2634.24
86767603,139,Online Products,2631.72
48787954,135,Services,2628.948
70909614,136,Online Products,2626.092
41515165,134,Services,2623.32
40505521,132,Online Products,2621.64
56969152,138,Online Products,2619.12
30404212,137,Support,2618.952
54040604,137,Online Products,2618.952
49898165,137,Online Products,2617.524
42121111,136,Online Products,2614.668
32929524,132,Online Products,2613.24
42121111,135,Online Products,2613.24
39494140,134,Support,2612.4
44949942,136,Online Products,2611.812
66666157,134,Services,2611.56
98787957,136,Online Products,2610.384
64747111,142,Support,2609.88
21818156,133,Online Products,2609.04
27575106,143,Services,2609.04
78484119,132,Services,2608.2
92828118,134,Services,2607.36
41111143,140,Support,2604
68888109,143,Services,2604
3838966,135,Online Products,2603.244
34343132,143,Services,2600.64
66363165,132,Support,2598.96
98383961,134,Online Products,2598.12
93030881,136,Online Products,2597.532
76161797,140,Support,2594.76
33232954,134,Online Products,2591.4
70909614,135,Online Products,2588.964
82525143,137,Support,2588.964
82525143,136,Support,2588.964
82525143,135,Support,2588.964
98989211,134,Online Products,2588.88
23636522,137,Online Products,2587.536
75858109,141,Support,2587.2
19797619,133,Online Products,2586.36
23737520,134,Services,2585.52
35959619,142,Online Products,2581.32
39292124,137,Services,2580.396
98989124,138,Services,2579.64
18484129,137,Online Products,2578.968
27575106,137,Services,2578.968
79292960,133,Support,2574.6
44949942,135,Online Products,2571.828
59999138,136,Online Products,2571.828
98787957,135,Online Products,2570.4
34343132,137,Services,2570.4
6464845,134,Online Products,2570.4
19090953,138,Support,2568.72
42525961,134,Support,2567.88
93939108,143,Services,2567.04
94545124,143,Services,2567.04
58686103,143,Services,2567.04
43939960,135,Services,2566.116
53535951,136,Online Products,2566.116
33737110,137,Online Products,2564.688
3838966,136,Online Products,2563.26
55757156,143,Services,2562.84
56969152,139,Online Products,2562.84
19595119,143,Services,2559.48
26565108,134,Services,2556.96
99999152,136,Services,2556.12
58888977,134,Support,2553.6
70404143,143,Services,2553.6
84242119,142,Online Products,2553.6
28686156,132,Services,2551.92
85555153,136,Online Products,2551.836
70909614,143,Online Products,2548.56
24848112,134,Support,2546.04
54040604,143,Services,2546.04
94545124,135,Online Products,2544.696
27575106,137,Online Products,2544.696
76161797,141,Support,2541.84
5959107,139,Online Products,2539.32
39494140,133,Support,2538.48
66666157,133,Services,2537.64
93939108,137,Services,2537.556
94545124,137,Services,2537.556
58686103,137,Services,2537.556
92828118,133,Services,2533.44
57272156,140,Services,2533.44
14343143,137,Online Products,2533.272
55757156,137,Services,2531.844
